고유번호,언어,상호명,콘텐츠URL,주소,신주소,Latitude,Longitude,,,전화번호,팩스번호,웹사이트,운영시간,운영요일,휴무일,교통정보,태그,장애인편의시설
6889,ko,경희대학교 한의학역사박물관,https://korean.visitseoul.net/attractions/경희대학교-한의학역사박물관/KOP006886?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP006886, 서울 동대문구 회기동 1-5 1,"02453 서울 동대문구 경희대로 26-6 (회기동, 경희대학교) ",37.5967122,127.0513948,,,02-964-3190,,http://museumkm.khu.ac.kr,10:00~16:00,월요일~금요일,-주말 -공휴일,1호선 회기역 1번 출구에서 약 1.2km (도보 21분),"외대앞역,전시,한의학역사박물관,경희대학교,평화의전당,회기역,한의학,역사,박물관",
23629,ko,서울시립과학관,https://korean.visitseoul.net/attractions/scienceseoul/KOP023629?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP023629, 서울 노원구 하계동 21 ,"01792 서울 노원구 한글비석로 160 (하계동, 서울시립과학관) ",37.6419151,127.0776129,,,02-970-4500,,http://science.seoul.go.kr/,09:30 ~ 17:30,화~일,"-월요일 (공휴일 겹칠시 화요일 휴관) -1월 1일 -설날, 추석 당일",7호선 하계역 3번 출구 도보 15분,"서울시립과학관,과학전시, 서울과학관, 시립과학관,전시,과학전시장,하계역, 과학, 과학프로그램, 서울여행",
2962,ko,고려대학교 본관 및 구 중앙도서관,https://korean.visitseoul.net/attractions/고려대학교-본관-및-구-중앙도서관/KOP002962?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP002962,136-701 서울 성북구 안암동5가 1-2 1-2,"02841 서울 성북구 안암로 145 (안암동5가, 고려대학교안암캠퍼스) ",37.5893876,127.0324773,,,02-3290-1114,,https://www.korea.ac.kr/sites/ko/index.do,고려대학교 개방 기간 내,,,6호선 안암역 2번 출구에서 약 527m (도보 9분) ," 고려대역, 도서관,안암역,고려대, 해송법학도서관, 고려대학교, 유적지,안암동도서관, 대학교도서관, 역사, 성북구",
8646,ko,고려삼계탕,https://korean.visitseoul.net/attractions/고려삼계탕/KOP008646?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP008646,100-814 서울 중구 서소문동 55-3 ,04516 서울 중구 서소문로11길 1 (서소문동) ,37.564065,126.9758674,,,02-752-9376,,http://www.krsamgyetang.com,"평일 10:30~21:00, 주말 10:30~20:30",,명절 당일,"1, 2호선 시청역 10번 출구에서 약 100m (도보 2분) ","미쉐린가이드,오골계탕,고려삼계탕,삼계탕,서소문음식점,미슐랭,전복죽,시청음식점,보양식,서소문맛집,서소문동,한식맛집",
46447,ko,고터?세빛 관광안내소,https://korean.visitseoul.net/attractions/2024-Goto?SebitTouristInformationCenter/KOPgrw5c5?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOPgrw5c5, 서울 서초구 반포동 1 ,06506 서울 서초구 반포대로 333 공공보행통로 내(G2출구~반포한강공원) ,37.4955764,127.0056948,,,02-536-9472 ,,,11:00 ~ 20:00,,,"3,7,9호선 고속미널역 고투몰 G2출구 ","고터?세빛 관광안내소,관광안내소,반포한강공원,고속터미널",
26676,ko,공근혜갤러리,https://korean.visitseoul.net/attractions/공근혜갤러리/KOP026676?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP026676,110-230 서울 종로구 삼청동 157-78 ,03049 서울 종로구 삼청로7길 38 (삼청동) ,37.584028,126.9796759,,,02-738-7776,,https://konggallery.com/,화요일~토요일 10:30~17:30,화요일~토요일,"일요일, 월요일",3호선 안국역 1번 출구에서 약 1.2km (도보 21분) 3호선 경복궁역 5번 출구에서 약 1.5km (도보 24분),"삼청동,공근혜갤러리,안국역,경복궁,현대미술,청와대,화랑,갤러리,미술관,사진",
43441,ko,공항칼국수,https://korean.visitseoul.net/attractions/2023010/KOPtcqlcp?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOPtcqlcp, 서울 강서구 공항동 49-2 ,"07622 서울 강서구 공항대로 18-1 (공항동, 이스카이오피스텔) 지하 1층",37.5609705,126.8091567,,,02-2664-9748,,kongkal.modoo.at,09:30~22:00 (라스트오더 21:20),매일,없음,5호선 송정역 4번 출구에서 약 180m (도보 2분),"한식,오래가게,김포공항,칼국수,국물,면요리",
2066,ko,김종영 미술관,https://korean.visitseoul.net/attractions/コンラッド·スパ/KOP002066?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP002066,110-848 서울 종로구 평창동 114-8,03004 서울특별시 종로구 평창32길 30  (평창동) ,37.6130277,126.9776487,,,02-3217-6484,,http://www.kimchongyung.com,3월 - 10월 10:00~18:00  11월 - 2월 10:00~17:00   카페 사미루 운영시간 11:00-21:00 (매주 월요일 휴무),화요일~일요일,월요일,"3호선 경복궁역 3번 출구에서 1711버스 탑승 후 롯데아파트 하차, 김종영미술관까지 약 365m (도보 7분)","김종영,전시, 경복궁역, 갤러리,김종영미술관, 광화문역, 평창동, 문화, 길음역, 미술관,현대조각",
26675,ko,공평도시유적전시관,https://korean.visitseoul.net/attractions/공평도시유적전시관/KOP026675?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP026675, 서울 종로구 공평동 5-1 ,03161 서울 종로구 우정국로 26 (센트로폴리스 지하 1층) ,37.5716155,126.9833532,,,02-724-0135,,https://museum.seoul.go.kr/www/intro/annexIntro/annex_gongpyeong/annex_gongpyeong_01.jsp?sso=ok,09:00 - 18:00,화요일~일요일,"월요일, 1월 1일",1호선 종각역 3-1번 출구에서 약 69m (도보 1분),"문화재,관람,유적,박물관,전시관,서울역사박물관,도시박물관,공평도시유적전시관,종각역",
46889,ko,광성유통,https://korean.visitseoul.net/attractions/GwangseongUtong/KOPhs5npl?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOPhs5npl, 서울 동대문구 제기동 996 1층 광성유통,02571 서울 동대문구 고산자로36길 30 (제기동) 1층 광성유통,37.5791028,127.0401372,,,0507-1305-4581,,,매일 06:00~20:00,,,"1호선,경의중앙선 청량리역 6번 출구에서 약 374m (도보 6분)","온라인쇼핑,청량리,오래가게,견과류",
27225,ko,광화문 관광안내소,https://korean.visitseoul.net/attractions/광화문-관광안내소/KOP027225?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP027225,110-822 서울 종로구 세종로 215 동화면세점 앞,03186 서울 종로구 세종대로 145-2 (광화문빌딩) 동화면세점 앞,37.569635,126.976142,,,02-735-8688,,http://www.sta.or.kr,10:00 - 19:00 (토요일 휴관) ,일요일 ~ 금요일,"토요일 정기 휴무 설, 추석 당일 휴무",5호선 광화문역 6번 출구에서 약 2m (도보 1분),"광화문-관광안내소,광화문,관광안내소,안내소,안내,여행",
23605,ko,광희문,https://korean.visitseoul.net/attractions/gwangheemun/KOP023605?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP023605,100-888 서울 중구 신당동 228-16 ,04612 서울 중구 퇴계로 350 (신당동) ,37.5640368,127.0123062,,,02-3369-5882,,,24시간,월요일~일요일,연중무휴,"2, 4, 5호선 동대문역사문화공원역 3번 출구에서 약 143m (도보 3분)","4소문, 동대문, 동대문역사문화공원역,광희문, 서소문,서울4소문, 도성",
3387,ko,구 공업전습소 본관(구 중앙시험소 청사),https://korean.visitseoul.net/attractions/구-공업전습소-본관구-중앙시험소-청사/KOP003387?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP003387,110-810 서울 종로구 동숭동 169-1  한국방송통신대학교 역사관,03087 서울 종로구 대학로 86 한국방송통신대학교 역사관,37.5784849,127.0026036,,,02-2075-4119,,http://www.knou.ac.kr,한국방송통신대학교 개방일,,,4호선 혜화역 2번 출구에서 약 237m (도보 3분) ,"혜화역,동대문,방송통신대학교,옛공업전습소본관,경성공업,서울대학교,유적지,대한제국",
11839,ko,김포공항관광정보센터,https://korean.visitseoul.net/attractions/김포공항관광정보센터/KOP011835?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP011835,157-220 서울 강서구 방화동 886 ,"07505 서울 강서구 하늘길 38 (방화동, 김포공항(국제청사)) ",37.5655383,126.8013282,,,02-2660-2486~7,,,10:00 ~ 19:00,월요일~일요일 ,연중무휴,"공항철도: 김포공항 국제선, 9호선: 김포공항 국제선, 김포골드라인:김포공항 국제선,  서해선: 김포공항 국제선, 5호선: 김포공항 국제선 (지하철 이용 시 방향에 따라 국제선과 국내선으로 이동가능)","안내소,김포공항관광정보센터,관광정보,김포공항,관광안내소,서울관광정보센터,서울안내",
2030,ko,대한성공회서울주교좌성당(서울성공회성당),https://korean.visitseoul.net/attractions/비스타-워커힐-서울-웰니스클럽/KOP002030?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP002030, 서울 중구 정동 3, 서울특별시 중구 세종대로21길 15 (정동) ,37.5680679,126.971572,,,02-730-6611,,http://www.cathedral.or.kr,평일 11:00 ~16:00 통화가능시간: 화요일 ~ 일요일 (09:00 ~ 18:00),월요일 ~ 토요일,일요일에는 예배만 가능,"1,2호선 시청역 3번 출구에서 약 195m (도보 3분) ","서울주교좌성당, 천주교, 덕수궁돌담길, 광화문역, 시청역,대한성공회,광화문",
2027,ko,구암공원,https://korean.visitseoul.net/attractions/首?克里森多酒店/KOP002027?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP002027,157-807 서울 강서구 가양동 1471 ,"07525 서울 강서구 허준로5길 42 (가양동, 구암공원관리사무실) ",37.5676484,126.8529437,,,02-2600-4196,,,,,,9호선 가양역 1번 출구에서 약 741m (도보 11분) ,"박물관, 가양동, 구암공원,분수, 허준박물관, 가양역, 야경, 한강,허준, 허준공원, 동의보감",
20550,ko,국립고궁박물관,https://korean.visitseoul.net/attractions/국립고궁박물관-k/KOP020550?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP020550,110-820 서울 종로구 세종로 1-57 ,"03045 서울 종로구 효자로 12 (세종로, 국립고궁박물관) ",37.5766084,126.974951,,,02-3701-7500,,http://www.gogung.go.kr/main.do,월?화?목?금?일요일 10:00~18:00 (입장은 마감 1시간 전까지) 수?토요일 10:00~21:00,월요일~일요일,"-1월 1일 -설날, 추석 당일",3호선 경복궁역 5번 출구에서 약 135m (도보 4분),"왕실문화, 문화재, 박물관,전시, 역사, 경복궁역, 서울관광, 유물,국립고궁박물관, 관광지","장애인화장실,장애인 전용 주차장,접근가능,장애인 안내(휠체어 대여 및 기타)"
11897,ko,국립국악원박물관,https://korean.visitseoul.net/attractions/국립국악박물관/KOP011893?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP011893,137-718 서울 서초구 서초동 700 ,"06757 서울 서초구 남부순환로 2364 (서초동, 국립국악원) ",37.4777592,127.0083043,,,02-580-3130,,http://www.gugak.go.kr,10:00~17:50 (입장마감 17:30),화~일,-월 -1월 1일 ,3호선 남부터미널 5번 출구 7호선 내방 3번 출구 2호선 방배 1번 출구," 관광지, 강남, 국립국악박물관,공연, 국립국악원, 전시, 국악기, 내방역, 박물관,전통음악, 남부터미널역,방배역",
1965,ko,국립서울현충원,https://korean.visitseoul.net/attractions/국립현충원/KOP001965?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP001965,156-080 서울 동작구 사당2동 산 41-2 ,"06984 서울 동작구 현충로 210 (동작동, 국립현충원) ",37.5007792,126.9784482,,,1522-1555,,http://www.snmb.mil.kr,06:00 ~ 18:00 (정문.동문.통문 5개소) 09:00 ~ 18:00 (업무 시설 개방 시간),매일,"11월 공휴일, 12~2월 토요일.공휴일은 전시관 휴관","4,9호선 동작역 8번 출구에서 약 62m (도보 1분) ","현충일,가을단풍,서울가볼만한곳,서울가을단풍,역사,현충원둘레길,국립서울현충원,호국보훈의달,현충원,서울현충원,서울단풍명소,유적지",
5134,ko,국립어린이민속박물관,https://korean.visitseoul.net/attractions/국립어린이민속박물관/KOP005130?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP005130,110-820 서울 종로구 세종로 1-1 ,"03045 서울 종로구 삼청로 37 (세종로, 국립민속박물관) ",37.5816456,126.9789948,,,02-3704-3014,,http://www.kidsnfm.go.kr,"03~05월?9~10월 09:00~18:00 06~08월 평일 09:00~18:00, 주말/공휴일 09:00~19:00 11월~2월 09:00~17:00  ※ 매월 마지막 주 수요일 '문화가 있는 날'? 금요일 ? 토요일 09:00 ~ 21:00 (20:00 까지 입장) ",월~일,"-1월 1일 -설, 추석",3호선 안국역 1번 출구에서 약 884m (도보 15분),"어린이박물관,역사, 국립민속박물관,박물관,밥상지교, 국립어린이민속박물관, 안국역, 광화문, 전통문화, 추억의거리",
11012,ko,국립중앙도서관,https://korean.visitseoul.net/attractions/국립중앙도서관/KOP011010?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP011010, 서울특별시 서초구 반포4동 산 60-1, 서울특별시 서초구 반포대로 201 (반포동) ,37.4973927,127.0033891,,,02-590-0500,,http://www.nl.go.kr,주간이용: 09:00~18:00 야간이용: 18:00~21:00 (자료실 별 이용시간 상이) ,월~일,"- 정기 휴관: 매월 둘째?넷째 월요일 - 일요일을 제외한 관광서의 공휴일 (※ 설 연휴와 추석 연휴 기간 중의 일요일은 휴관, 야관도서관은 토, 일 휴무) - 기타 관장이 필요하다고 인정하는 날","3,7,9호선 고속터미널역 5번 출구에서 약 812m (도보 15분) 2호선 서초역 6번 출구에서 약 771m (도보 12분)","서초역,서초공원,문화, 고속버스터미널역, 국립중앙도서관,디지털도서관, 반포동, 도서관, 지적문화유산, 강남",
433,ko,국립중앙박물관,https://korean.visitseoul.net/attractions/국립중앙박물관/KOP000433?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP000433,140-797 서울 용산구 용산동6가 168-6 ,04383 서울 용산구 서빙고로 137 (국립중앙박물관) ,37.5238506,126.9804702,,,02-2077-9000,,http://www.museum.go.kr/site/main/home,"월, 화, 목, 금, 일요일 : 10:00 - 18:00  수, 토요일 : 10:00 - 21:00  옥외 전시장(정원)은 오전 7시부터 오후 10시까지 관람 가능 ",,"1월1일, 설날(2.10.), 추석(9.17.) *2024년 기준  상설전시실 정기휴실일 : 매년 4, 11월 첫째 월요일 (2024년 휴실일: 4/1 (월), 11/4 (월)) ※기획전시실(특별전시 종료시 휴실), 어린이박물관, 야외전시장은 정상 개관","4호선, 경의중앙선 이촌역 2번 출구에서 약 309m (도보 4분)","유물,이촌역,관람, 국립중앙박물관,시티투어버스, 박물관, 어린이박물관,국립중앙, 용산구, 국립, 역사","장애인화장실,장애인 전용 주차장,접근가능,엘리베이터,장애인 안내(휠체어 대여 및 기타)"
46883,ko,남도한식정든님고운님,https://korean.visitseoul.net/attractions/NamdoHansikJeongdeunnim/Gounnim/KOPn3d13h?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOPn3d13h, 서울 중구 북창동 79 ,04526 서울 중구 세종대로14길 22-5 (북창동) ,37.5625564,126.9780692,,,02-775-0038,,,월-금 11:30~21:50 토 11:30~21:00 (14:45~17:00 브레이크타임),,일,1?2호선 시청역 7번 출구에서 274m,"한상차림,오래가게,시청역,보리굴비, 한식당",
20547,ko,국립중앙박물관 어린이박물관,https://korean.visitseoul.net/attractions/국립중앙박물관-어린이박물관/KOP020547?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP020547,140-797 서울 용산구 용산동6가 168-6 ,"04383 서울 용산구 서빙고로 137 (용산동6가, 국립중앙박물관) ",37.5238506,126.9804702,,,02-2077-9647,,http://www.museum.go.kr/site/child/home,10:00~17:50 (매월 마지막 주 수요일만 야간개장 18:00~21:00),※ 8.19.(월)~11.18.(월)/ 어린이박물관 전시 개편을 위한 임시휴관(2024년) 월요일 ~ 일요일 ,"※ 8.19.(월)~11.18.(월)/ 어린이박물관 전시 개편을 위한 임시휴관(2024년) -1월 1일 -설날, 추석 당일 -기타 국립중앙박물관장이 지정한 날","4호선, 경의중앙선 이촌역 2번 출구에서 약 308m (도보 4분) ","관광지,국립중앙박물관,어린이박물관,전시,문화재,관람,유물,이촌역,박물관",
35405,ko,국립한글박물관 ,https://korean.visitseoul.net/attractions/한글박물관/KOP035405?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP035405, 서울 용산구 용산동6가 168-6 ,"04383 서울 용산구 서빙고로 139 (용산동6가, 국립한글박물관) ",37.5210856,126.9808781,,,02-2124-6200,,https://www.hangeul.go.kr/main.do,월요일 - 일요일   ,10:00 - 18:00,"1월 1일, 설날 당일, 추석 당일 * 한글도서관 휴관일: 토요일, 일요일, 공휴일(한글날 제외)",4호선?경의중앙선 이촌역 2번 출구에서 약 500m (도보 7분) ,"세종대왕,국립한글박물관,한글, 훈민정음,한글박물관","장애인화장실,장애인 전용 주차장,접근가능,엘리베이터,장애인 안내(휠체어 대여 및 기타)"
